transaction_id,is_fraud
tx_d5f1319f_133_8570,1
tx_d5f1319f_153_8138,0
tx_d5f1319f_156_4158,0
tx_d5f1319f_160_7033,1
tx_d5f1319f_174_7746,1
tx_d5f1319f_196_7339,1
tx_d5f1319f_200_7906,1
tx_d5f1319f_202_4191,1
tx_d5f1319f_214_6144,1
tx_d5f1319f_216_1029,1
tx_6626c332_3_6352,1
tx_6626c332_6_9980,1
tx_6626c332_9_4785,1
tx_6626c332_11_8217,1
tx_6626c332_23_5798,1
tx_6626c332_28_4004,0
tx_6626c332_29_7881,1
tx_6626c332_34_7537,1
tx_6626c332_36_6441,0
tx_6626c332_47_8908,1
tx_6626c332_59_2807,1
tx_6626c332_66_8331,1
tx_6626c332_79_5551,0
tx_6626c332_81_8451,1
tx_6626c332_93_7943,1
tx_6626c332_97_3450,1
tx_6626c332_102_3174,1
tx_6626c332_108_9016,1
tx_6626c332_112_6152,0
tx_6626c332_118_4469,0
tx_6626c332_120_5919,0
tx_6626c332_122_4589,1
tx_6626c332_124_6598,1
tx_6626c332_127_3351,1
tx_6626c332_138_2022,1
tx_6626c332_162_5794,1
tx_6626c332_167_2916,1
tx_6626c332_179_6822,1
tx_6626c332_183_3418,1
tx_6626c332_189_3096,1
tx_6626c332_190_9398,0
tx_6626c332_191_4810,1
tx_6626c332_210_5409,1
tx_6626c332_212_7235,1
tx_6626c332_219_1836,0
tx_6626c332_226_9152,1
tx_6626c332_227_4385,1
tx_6626c332_231_4429,1
tx_6626c332_250_8871,1
tx_6626c332_256_5705,1
tx_6626c332_259_6255,1
tx_6626c332_260_3947,1
tx_6626c332_264_1308,1
tx_6626c332_279_6734,1
tx_6626c332_281_1488,0
tx_6626c332_282_3292,1
tx_1ea9f464_5_7142,1
tx_1ea9f464_6_7849,1
tx_1ea9f464_25_3700,0
tx_1ea9f464_31_7332,1
tx_1ea9f464_32_5396,1
tx_1ea9f464_33_1507,1
tx_1ea9f464_35_1110,1
tx_1ea9f464_64_9835,1
tx_1ea9f464_70_9910,0
tx_1ea9f464_73_6912,1
tx_1ea9f464_84_1675,1
tx_1ea9f464_95_4289,1
tx_1ea9f464_105_3468,1
tx_1ea9f464_107_4609,1
tx_1ea9f464_112_9902,0
tx_1ea9f464_113_8935,1
tx_1ea9f464_114_2537,1
tx_1ea9f464_116_2797,1
tx_1ea9f464_118_5085,0
tx_1ea9f464_119_9976,1
tx_1ea9f464_122_6324,0
tx_1ea9f464_137_7377,1
tx_1ea9f464_144_2879,1
tx_1ea9f464_146_2776,0
tx_1ea9f464_152_6196,1
tx_1ea9f464_153_2984,1
tx_1ea9f464_157_2100,1
tx_1ea9f464_160_7133,1
tx_1ea9f464_180_2142,1
tx_1ea9f464_186_8707,0
tx_1ea9f464_187_7100,0
tx_1ea9f464_193_6897,0
tx_1ea9f464_195_4875,0
tx_1ea9f464_204_6343,1
tx_1ea9f464_233_2144,0
tx_1ea9f464_237_9562,1
tx_1ea9f464_282_9052,1
tx_1ea9f464_321_7738,1
tx_1ea9f464_326_3883,1
tx_1ea9f464_327_5652,1
tx_1ea9f464_340_3558,1
tx_1ea9f464_352_5321,1
tx_1ea9f464_355_3093,1
tx_1ea9f464_359_7763,1
tx_1ea9f464_360_6075,1
tx_1ea9f464_377_9884,0
tx_1ea9f464_378_5683,0
tx_1ea9f464_385_7919,1
tx_1ea9f464_398_7630,1
tx_1ea9f464_412_2501,0
tx_1ea9f464_414_5315,1
tx_1ea9f464_415_4383,1
tx_1ea9f464_418_4013,0
tx_1ea9f464_419_1614,1
tx_1ea9f464_425_2292,1
tx_1ea9f464_444_4375,1
tx_1ea9f464_449_4080,1
tx_1ea9f464_463_4121,1
tx_1ea9f464_465_7861,1
tx_1ea9f464_468_5633,1
tx_1ea9f464_470_4937,1
tx_1ea9f464_476_3290,1
tx_1ea9f464_477_1718,1
tx_1ea9f464_479_5113,0
tx_1ea9f464_483_3826,0
tx_1ea9f464_496_2216,1
tx_1ea9f464_499_9798,1
tx_1ea9f464_501_4250,1
tx_1ea9f464_503_8892,1
tx_1ea9f464_509_7214,1
tx_1ea9f464_516_9715,1
tx_1ea9f464_523_8854,0
tx_1ea9f464_527_5923,0
tx_1ea9f464_528_8956,1
tx_1ea9f464_533_9052,0
tx_1ea9f464_535_8758,1
tx_4693ea62_4_2778,1
tx_4693ea62_24_8846,1
tx_4693ea62_26_7240,1
tx_4693ea62_36_1922,1
tx_4693ea62_37_4944,1
tx_4693ea62_39_6720,1
tx_4693ea62_62_3963,1
tx_4693ea62_82_9218,1
tx_4693ea62_89_6000,0
tx_4693ea62_93_5777,0
tx_4693ea62_96_9425,0
tx_4693ea62_97_7329,1
tx_4693ea62_117_5735,1
tx_4693ea62_119_2104,1
tx_4693ea62_120_5431,1
tx_4693ea62_121_4070,1
tx_4693ea62_124_1021,1
tx_4693ea62_133_2293,1
tx_4693ea62_136_5929,1
tx_4693ea62_137_6184,1
tx_4693ea62_150_8296,0
tx_4693ea62_151_2869,1
tx_4693ea62_169_9757,1
tx_4693ea62_180_1211,0
tx_4693ea62_188_8525,1
tx_4693ea62_191_2401,1
tx_4693ea62_203_1611,1
tx_4693ea62_210_4156,1
tx_4693ea62_211_7166,1
tx_4693ea62_223_8813,1
tx_4693ea62_229_7611,0
tx_4693ea62_248_5016,1
tx_4693ea62_255_9694,0
tx_4693ea62_263_8884,1
tx_4693ea62_265_2580,1
tx_4693ea62_275_1379,1
tx_4693ea62_278_7374,1
tx_4693ea62_284_4658,1
tx_4693ea62_292_2287,0
tx_4693ea62_294_9983,0
tx_4693ea62_302_3772,0
tx_4693ea62_330_4558,1
tx_4693ea62_331_1223,1
tx_4693ea62_336_7512,1
tx_4693ea62_347_4839,0
tx_4693ea62_348_1081,1
tx_4693ea62_349_2065,0
tx_4693ea62_358_8977,0
tx_4693ea62_376_4804,1
tx_4693ea62_379_4853,1
tx_4693ea62_380_4769,1
tx_4693ea62_388_4174,1
tx_4693ea62_401_5443,0
tx_4693ea62_408_9456,1
tx_4693ea62_409_8792,1
tx_4693ea62_410_7713,0
tx_4693ea62_413_2134,1
tx_4693ea62_420_6687,0
tx_4693ea62_434_4846,1
tx_4693ea62_437_4917,1
tx_4693ea62_438_3220,1
tx_4693ea62_463_9917,1
tx_4693ea62_469_7198,1
tx_4693ea62_475_1068,1
tx_4693ea62_477_5192,0
tx_4693ea62_478_7095,0
tx_4693ea62_495_5160,1
tx_4693ea62_500_8827,1
tx_4693ea62_502_4028,1
tx_4693ea62_524_3611,1
tx_4693ea62_539_6384,1
tx_4693ea62_541_3375,1
tx_4693ea62_542_9386,1
tx_4693ea62_545_3390,1
tx_4693ea62_546_4742,0
tx_4693ea62_549_2456,0
tx_0f5b338e_6_9739,1
tx_0f5b338e_10_7750,0
tx_0f5b338e_30_1480,1
tx_0f5b338e_31_4052,1
tx_0f5b338e_38_7964,1
tx_0f5b338e_44_7092,1
tx_0f5b338e_51_7570,0
tx_0f5b338e_53_4490,1
tx_0f5b338e_58_4532,1
tx_0f5b338e_69_8002,1
tx_0f5b338e_76_8903,1
tx_0f5b338e_97_5293,1
tx_0f5b338e_101_2457,0
tx_0f5b338e_103_1144,1
tx_0f5b338e_105_5727,1
tx_0f5b338e_117_5641,1
tx_0f5b338e_123_6997,1
tx_0f5b338e_124_6235,1
tx_0f5b338e_137_7436,1
tx_0f5b338e_146_7099,1
tx_0f5b338e_149_1091,1
tx_0f5b338e_153_7367,1
tx_0f5b338e_162_8113,1
tx_0f5b338e_163_3306,1
tx_0f5b338e_165_3043,1
tx_0f5b338e_169_6778,1
tx_0f5b338e_173_7283,1
tx_0f5b338e_174_4407,1
tx_0f5b338e_177_6428,0
tx_0f5b338e_180_4662,1
tx_0f5b338e_191_8865,1
tx_0f5b338e_195_8881,0
tx_0f5b338e_197_9830,1
tx_0f5b338e_206_8222,1
tx_0f5b338e_211_7408,1
tx_0f5b338e_214_9326,1
tx_0f5b338e_215_7679,0
tx_0f5b338e_228_3027,1
tx_0f5b338e_230_6813,1
tx_0f5b338e_231_2972,1
tx_0f5b338e_245_1196,1
tx_0f5b338e_247_2364,1
tx_0f5b338e_271_2960,0
tx_0f5b338e_274_8981,0
tx_0f5b338e_276_1228,1
tx_0f5b338e_281_7907,1
tx_0f5b338e_283_6647,0
tx_0f5b338e_286_1243,1
tx_0f5b338e_287_1040,1
tx_0f5b338e_308_7091,0
tx_0f5b338e_312_7381,0
tx_0f5b338e_317_5390,1
tx_0f5b338e_324_4084,1
tx_0f5b338e_332_8476,1
tx_0f5b338e_336_5295,1
tx_0f5b338e_349_3437,1
tx_0f5b338e_374_8353,1
tx_0f5b338e_389_1941,1
tx_0f5b338e_395_6786,1
tx_0f5b338e_397_1169,1
tx_0f5b338e_406_7470,0
tx_0f5b338e_411_8120,0
tx_0f5b338e_415_8476,0
tx_0f5b338e_418_8821,1
tx_0f5b338e_429_8284,1
tx_0f5b338e_451_1031,1
tx_0f5b338e_454_6298,1
tx_0f5b338e_457_3873,0
tx_0f5b338e_470_5133,0
tx_0f5b338e_474_7814,1
tx_0f5b338e_490_2660,1
tx_0f5b338e_498_9734,1
tx_44506226_9_6521,1
tx_44506226_13_7339,1
tx_44506226_21_7984,1
tx_44506226_30_3654,1
tx_44506226_36_7751,0
tx_44506226_38_7605,1
tx_44506226_48_1843,1
tx_44506226_55_8264,1
tx_44506226_58_3942,1
tx_44506226_65_4086,1
tx_44506226_96_2187,1
tx_44506226_97_9806,1
tx_44506226_121_3876,1
tx_44506226_124_1662,1
tx_44506226_130_9918,0
tx_44506226_131_2666,1
tx_44506226_145_1594,1
tx_44506226_158_5465,1
tx_44506226_167_9666,1
tx_44506226_172_8643,1
tx_44506226_183_8031,1
tx_44506226_193_1699,1
tx_44506226_201_5311,0
tx_44506226_202_1573,1
tx_44506226_233_4416,1
tx_44506226_235_3671,1
tx_44506226_238_9332,0
tx_44506226_242_1590,1
tx_44506226_256_9985,1
tx_44506226_257_4530,1
tx_44506226_293_9241,1
tx_44506226_295_4015,1
tx_44506226_297_7559,1
tx_44506226_311_9407,1
tx_44506226_312_8421,1
tx_44506226_315_3388,1
tx_44506226_335_8411,0
tx_44506226_341_7866,1
tx_f5b2ab56_3_9837,1
tx_f5b2ab56_14_3706,0
tx_f5b2ab56_16_2606,1
tx_f5b2ab56_19_3787,1
tx_f5b2ab56_21_7773,1
tx_f5b2ab56_26_1922,1
tx_f5b2ab56_28_7250,1
tx_f5b2ab56_32_9268,1
tx_f5b2ab56_35_4672,1
tx_f5b2ab56_53_6534,1
tx_f5b2ab56_55_1195,1
tx_f5b2ab56_56_7744,0
tx_f5b2ab56_63_5026,1
tx_f5b2ab56_74_4431,1
tx_f5b2ab56_79_6538,0
tx_f5b2ab56_84_3135,1
tx_f5b2ab56_87_7915,0
tx_f5b2ab56_89_1962,1
tx_f5b2ab56_90_5740,1
tx_f5b2ab56_96_6823,0
tx_f5b2ab56_107_1649,0
tx_f5b2ab56_112_9689,1
tx_f5b2ab56_115_9316,1
tx_f5b2ab56_129_7344,1
tx_f5b2ab56_130_3578,1
tx_f5b2ab56_134_1279,1
tx_f5b2ab56_138_5963,1
tx_f5b2ab56_148_6624,1
tx_f5b2ab56_150_2093,1
tx_f5b2ab56_158_9553,1
tx_f5b2ab56_173_1275,0
tx_f5b2ab56_181_3992,0
tx_f5b2ab56_191_9733,1
tx_f5b2ab56_203_5915,0
tx_f5b2ab56_215_2756,1
tx_f5b2ab56_217_1501,1
tx_f5b2ab56_274_1184,1
tx_f5b2ab56_286_2612,0
tx_f5b2ab56_295_8064,0
tx_f5b2ab56_328_3255,1
tx_f5b2ab56_333_4567,1
tx_f5b2ab56_335_5312,0
tx_f5b2ab56_342_3591,1
tx_f5b2ab56_349_7062,0
tx_f5b2ab56_359_6473,1
tx_f5b2ab56_364_8736,0
tx_f5b2ab56_366_9023,1
tx_f5b2ab56_368_2393,1
tx_f5b2ab56_377_7804,1
tx_f5b2ab56_381_3679,1
tx_f5b2ab56_387_1113,1
tx_f5b2ab56_396_9193,1
tx_f5b2ab56_401_2601,0
tx_f5b2ab56_404_9313,1
tx_f5b2ab56_409_6894,0
tx_f5b2ab56_410_7522,1
tx_f5b2ab56_423_5321,1
tx_fa207f52_2_9242,1
tx_fa207f52_3_8578,0
tx_fa207f52_5_3997,1
tx_fa207f52_10_1968,0
tx_fa207f52_11_7774,1
tx_fa207f52_12_5626,1
tx_fa207f52_15_4262,1
tx_fa207f52_19_4885,1
tx_fa207f52_25_2813,1
tx_fa207f52_34_4847,1
tx_fa207f52_51_8572,1
tx_fa207f52_72_4810,1
tx_fa207f52_75_3432,1
tx_fa207f52_89_1069,0
tx_fa207f52_90_1265,1
tx_fa207f52_93_3506,1
tx_fa207f52_96_8911,1
tx_fa207f52_103_2532,1
tx_fa207f52_111_4811,1
tx_fa207f52_120_4593,1
tx_fa207f52_134_9937,1
tx_fa207f52_137_4046,1
tx_fa207f52_140_8475,1
tx_fa207f52_141_5514,0
tx_fa207f52_163_3685,1
tx_fa207f52_179_3111,1
tx_fa207f52_186_9069,1
tx_fa207f52_192_1974,1
tx_fa207f52_193_8823,1
tx_fa207f52_201_9226,1
tx_fa207f52_202_7285,0
tx_fa207f52_233_2008,0
tx_fa207f52_235_5230,1
tx_fa207f52_263_4841,1
tx_fa207f52_277_1399,1
tx_fa207f52_279_6730,0
tx_fa207f52_298_7569,1
tx_fa207f52_306_9392,1
tx_fa207f52_312_4030,1
tx_fa207f52_313_6540,1
tx_fa207f52_344_3010,1
tx_fa207f52_351_7680,0
tx_fa207f52_369_5568,1
tx_fa207f52_392_4409,1
tx_fa207f52_393_8020,1
tx_fa207f52_395_3988,1
tx_58089e11_0_7437,1
tx_58089e11_6_3055,1
tx_58089e11_15_7607,1
tx_58089e11_23_8459,0
tx_58089e11_28_5076,1
tx_58089e11_30_8947,1
tx_58089e11_36_6199,1
tx_58089e11_54_6931,1
tx_58089e11_59_6050,1
tx_58089e11_67_1427,0
tx_58089e11_71_5044,0
tx_58089e11_84_4893,1
tx_58089e11_89_6527,1
tx_58089e11_109_9601,1
tx_58089e11_111_6341,1
tx_58089e11_113_3111,1
tx_58089e11_118_3074,1
tx_58089e11_120_3344,0
tx_58089e11_127_3888,1
tx_58089e11_133_7926,1
tx_58089e11_156_3771,1
tx_58089e11_159_1847,1
tx_58089e11_160_2232,1
tx_58089e11_164_6509,1
tx_58089e11_178_1412,0
tx_58089e11_179_8308,0
tx_58089e11_195_4523,0
tx_58089e11_197_9820,1
tx_58089e11_202_2373,1
tx_58089e11_206_9386,0
tx_58089e11_208_7139,1
tx_58089e11_218_3265,0
tx_58089e11_224_1252,1
tx_bf427370_9_7009,1
tx_bf427370_21_1500,1
tx_bf427370_27_9960,1
tx_bf427370_33_8570,1
tx_bf427370_38_5064,1
tx_bf427370_49_7910,1
tx_bf427370_61_5461,0
tx_bf427370_62_5810,1
tx_bf427370_64_8271,1
tx_bf427370_69_4993,1
tx_bf427370_70_1877,0
tx_bf427370_85_3807,1
tx_bf427370_91_9526,1
tx_bf427370_92_7043,1
tx_bf427370_107_5303,0
tx_bf427370_118_9205,0
tx_bf427370_120_7713,1
tx_bf427370_126_5511,0
tx_bf427370_142_4199,1
tx_bf427370_144_2964,1
tx_bf427370_153_3151,1
tx_bf427370_162_3752,1
tx_bf427370_182_4589,1
tx_bf427370_185_7406,0
tx_bf427370_189_2752,0
tx_bf427370_199_8458,1
tx_bf427370_212_1409,1
tx_bf427370_217_6587,0
tx_bf427370_227_7761,0
tx_bf427370_233_2472,0
tx_bf427370_237_1402,0
tx_bf427370_238_1615,1
tx_bf427370_241_6393,1
tx_bf427370_279_9706,1
tx_bf427370_281_6829,1
tx_bf427370_290_4965,1
tx_bf427370_300_1113,1
tx_bf427370_302_7301,1
tx_3308ad6a_0_7659,1
tx_3308ad6a_11_8006,1
tx_3308ad6a_16_4226,0
tx_3308ad6a_25_6558,1
tx_3308ad6a_35_1832,1
tx_3308ad6a_39_6910,1
tx_3308ad6a_43_2771,1
tx_3308ad6a_46_2035,1
tx_3308ad6a_64_8762,1
tx_3308ad6a_72_5464,1
tx_3308ad6a_81_2487,1
tx_3308ad6a_84_1439,1
tx_3308ad6a_113_3242,1
tx_3308ad6a_116_9177,1
tx_3308ad6a_133_8570,1
tx_3308ad6a_153_8138,0
tx_3308ad6a_156_4158,0
tx_3308ad6a_160_7033,1
tx_3308ad6a_174_7746,1
tx_3308ad6a_196_7339,1
tx_3308ad6a_200_7906,1
tx_3308ad6a_202_4191,1
tx_3308ad6a_214_6144,1
tx_3308ad6a_216_1029,1
tx_cb1b4837_2_9071,1
tx_cb1b4837_10_3451,0
tx_cb1b4837_11_3765,1
tx_cb1b4837_16_6007,1
tx_cb1b4837_25_2667,1
tx_cb1b4837_26_4056,1
tx_cb1b4837_40_2683,1
tx_cb1b4837_51_8644,1
tx_cb1b4837_57_9661,1
tx_cb1b4837_64_2162,1
tx_cb1b4837_76_8812,1
tx_cb1b4837_80_8090,0
tx_cb1b4837_93_1837,1
tx_cb1b4837_98_3586,0
tx_cb1b4837_100_4270,0
tx_cb1b4837_114_1277,0
tx_cb1b4837_117_2597,1
tx_cb1b4837_121_9329,1
tx_cb1b4837_134_1191,1
tx_cb1b4837_135_2903,1
tx_cb1b4837_137_2076,0
tx_cb1b4837_155_4371,1
tx_cb1b4837_156_8885,0
tx_cb1b4837_166_7155,1
tx_cb1b4837_174_3291,1
tx_cb1b4837_175_2669,1
tx_cb1b4837_178_9517,1
tx_cb1b4837_192_9446,1
tx_cb1b4837_199_5560,1
tx_cb1b4837_205_2363,0
tx_cb1b4837_214_6988,1
tx_cb1b4837_225_1509,0
tx_cb1b4837_238_1302,0
tx_cb1b4837_247_9509,1
tx_cb1b4837_259_6451,1
tx_cb1b4837_267_4454,1
tx_cb1b4837_268_5530,1
tx_cb1b4837_273_9426,1
tx_cb1b4837_283_3949,1
tx_cb1b4837_322_9441,0
tx_cb1b4837_330_7000,1
tx_cb1b4837_341_8081,0
tx_cb1b4837_352_1526,1
tx_cb1b4837_370_6819,1
tx_cb1b4837_375_4634,1
tx_cb1b4837_395_1892,1
tx_cb1b4837_398_4122,1
tx_cb1b4837_401_7727,1
tx_cb1b4837_406_8547,1
tx_cb1b4837_413_4600,1
tx_cb1b4837_418_7476,1
tx_cb1b4837_419_7686,1
tx_cb1b4837_438_9599,1
tx_cb1b4837_463_1547,1
tx_cb1b4837_471_1896,1
tx_cb1b4837_476_1271,1
tx_cb1b4837_481_1523,1
tx_cb1b4837_484_7051,1
tx_cb1b4837_495_3859,0
tx_cb1b4837_497_5072,1
tx_cb1b4837_514_4041,0
tx_cb1b4837_523_3760,1
tx_cb1b4837_528_7803,0
tx_cb1b4837_532_9467,1
tx_cb1b4837_548_9855,0
tx_1f1d7a18_0_7801,0
tx_1f1d7a18_7_5971,1
tx_1f1d7a18_8_3410,1
tx_1f1d7a18_11_7489,1
tx_1f1d7a18_15_1622,1
tx_1f1d7a18_25_7995,1
tx_1f1d7a18_45_9216,1
tx_1f1d7a18_59_4963,1
tx_1f1d7a18_60_5572,0
tx_1f1d7a18_61_8296,1
tx_1f1d7a18_75_6684,1
tx_1f1d7a18_89_9565,1
tx_1f1d7a18_92_4778,1
tx_1f1d7a18_100_1208,1
tx_1f1d7a18_110_9250,0
tx_1f1d7a18_116_8241,1
tx_1f1d7a18_122_5351,1
tx_1f1d7a18_150_6375,1
tx_1f1d7a18_159_7736,0
tx_1f1d7a18_186_7579,0
tx_1f1d7a18_190_4924,1
tx_1f1d7a18_194_2523,1
tx_1f1d7a18_198_7489,1
tx_1f1d7a18_204_3423,0
tx_1f1d7a18_215_7653,1
tx_1f1d7a18_220_1443,1
tx_1f1d7a18_221_2565,1
tx_1f1d7a18_224_2216,1
tx_1f1d7a18_234_3572,1
tx_1f1d7a18_246_1114,1
tx_1f1d7a18_259_6938,0
tx_1f1d7a18_265_8290,1
tx_1f1d7a18_266_5460,1
tx_1f1d7a18_267_9946,1
tx_1f1d7a18_273_7750,1
tx_1f1d7a18_274_3881,1
tx_1f1d7a18_278_6860,0
tx_1f1d7a18_290_5487,1
tx_1f1d7a18_291_1566,1
tx_1f1d7a18_301_7112,1
tx_1f1d7a18_303_6423,1
tx_1f1d7a18_324_1923,1
tx_1f1d7a18_327_9597,0
tx_1f1d7a18_334_4959,1
tx_1f1d7a18_336_9145,0
tx_1f1d7a18_338_5129,1
tx_1f1d7a18_339_3166,1
tx_1f1d7a18_343_9967,1
tx_1f1d7a18_352_8636,0
tx_1f1d7a18_355_6001,0
tx_1f1d7a18_357_5750,1
tx_1f1d7a18_359_9715,1
tx_1f1d7a18_362_5919,1
tx_1f1d7a18_385_9864,0
tx_1f1d7a18_388_4288,1
tx_1f1d7a18_397_8201,1
tx_1f1d7a18_398_9638,1
tx_1f1d7a18_412_9107,1
tx_1f1d7a18_413_5627,0
tx_1f1d7a18_422_3311,1
tx_1f1d7a18_434_8927,1
tx_1f1d7a18_435_3323,0
tx_1f1d7a18_436_6316,0
tx_1f1d7a18_459_8818,1
tx_1f1d7a18_470_7790,1
tx_1f1d7a18_475_3936,0
tx_1f1d7a18_479_3898,1
tx_1f1d7a18_480_4662,1
tx_1f1d7a18_482_3596,1
tx_1f1d7a18_484_1121,1
tx_1f1d7a18_514_1329,1
tx_1f1d7a18_518_6149,1
tx_1f1d7a18_526_5831,1
tx_1f1d7a18_532_9776,1
tx_1f1d7a18_548_9418,0
tx_1f1d7a18_550_4704,1
tx_1f1d7a18_552_6700,1
tx_1f1d7a18_559_1507,1
tx_1f1d7a18_578_6923,1
tx_1f1d7a18_579_4307,0
tx_1f1d7a18_580_2310,1
tx_1f1d7a18_588_2095,1
tx_1f1d7a18_596_2466,1
tx_b328a5ca_3_3708,1
tx_b328a5ca_6_8824,1
tx_b328a5ca_7_1567,1
tx_b328a5ca_15_7293,0
tx_b328a5ca_21_2939,1
tx_b328a5ca_26_5018,0
tx_b328a5ca_33_2565,1
tx_b328a5ca_34_6026,1
tx_b328a5ca_45_5997,1
tx_b328a5ca_46_9792,1
tx_b328a5ca_48_8426,1
tx_b328a5ca_50_5351,1
tx_b328a5ca_59_5224,0
tx_b328a5ca_68_2490,1
tx_b328a5ca_72_8731,1
tx_b328a5ca_73_5183,1
tx_b328a5ca_75_3043,1
tx_b328a5ca_79_3589,1
tx_b328a5ca_131_1083,1
tx_b328a5ca_138_8280,1
tx_b328a5ca_149_6823,1
tx_b328a5ca_156_7483,0
tx_b328a5ca_160_3522,0
tx_b328a5ca_176_8115,0
tx_b328a5ca_183_3486,1
tx_b328a5ca_184_3937,1
tx_b328a5ca_200_8254,1
tx_b328a5ca_203_2720,1
tx_b328a5ca_207_1388,1
tx_b328a5ca_213_2891,1
tx_b328a5ca_230_9940,1
tx_b328a5ca_250_1090,1
tx_b328a5ca_251_7702,1
tx_b328a5ca_279_2240,0
tx_b328a5ca_281_1307,1
tx_b328a5ca_283_4375,0
tx_b328a5ca_289_8971,1
tx_b328a5ca_290_1484,1
tx_b328a5ca_298_3557,1
tx_b328a5ca_305_7657,0
tx_b328a5ca_311_9892,1
tx_b328a5ca_312_2644,1
tx_b328a5ca_315_2485,1
tx_b328a5ca_322_1842,1
tx_b328a5ca_335_8108,1
tx_b328a5ca_360_8231,1
tx_b328a5ca_369_1271,1
tx_b328a5ca_370_8337,1
tx_b328a5ca_374_7277,0
tx_b328a5ca_389_3853,1
tx_d7dccd22_12_8534,1
tx_d7dccd22_25_4393,1
tx_d7dccd22_29_4306,0
tx_d7dccd22_34_2322,0
tx_d7dccd22_38_6051,1
tx_d7dccd22_42_1557,1
tx_d7dccd22_69_2810,1
tx_d7dccd22_82_9704,1
tx_d7dccd22_84_2899,1
tx_d7dccd22_105_7599,1
tx_d7dccd22_116_6484,1
tx_d7dccd22_121_8116,1
tx_d7dccd22_125_9099,0
tx_d7dccd22_137_1260,1
tx_d7dccd22_153_2800,1
tx_d7dccd22_155_4014,1
tx_d7dccd22_156_8825,0
tx_d7dccd22_157_2535,0
tx_d7dccd22_162_3706,1
tx_d7dccd22_167_4874,1
tx_d7dccd22_183_8798,1
tx_d7dccd22_194_5044,1
tx_d7dccd22_196_4564,0
tx_d7dccd22_203_7694,1
tx_d7dccd22_207_5636,1
tx_d7dccd22_237_2348,1
tx_d7dccd22_254_6166,1
tx_d7dccd22_274_7831,0
tx_d7dccd22_283_5891,0
tx_d7dccd22_292_2651,1
tx_d7dccd22_293_9744,1
tx_d7dccd22_296_1811,1
tx_d7dccd22_300_2385,0
tx_d7dccd22_308_1226,1
tx_d7dccd22_311_4930,1
tx_d7dccd22_314_7452,1
tx_d7dccd22_324_3406,1
tx_d7dccd22_330_2697,1
tx_d7dccd22_351_5126,1
tx_d7dccd22_353_6710,0
tx_d7dccd22_354_2737,1
tx_d7dccd22_365_5528,1
tx_d7dccd22_368_9319,1
tx_d7dccd22_371_3798,0
tx_d7dccd22_388_4663,1
tx_d7dccd22_390_6258,1
tx_d7dccd22_393_5155,1
tx_d7dccd22_394_5824,1
